Mode of entry,Month/Year,Visitor Origin,Country,Number of Visitors (Rounded to nearest hundred)
Air,January 2015,East North Central,United States,200
Air,January 2015,West North Central,United States,100
Air,January 2015,South Atlantic,United States,700
Air,January 2015,East South Central,United States,100
Air,January 2015,West South Central,United States,300
Air,January 2015,Mountain,United States,100
Air,January 2015,Pacific,United States,300
Air,January 2015,United Kingdom,Overseas,900
Air,January 2015,Germany,Overseas,200
Air,January 2015,Other Europe,Overseas,800
Air,January 2015,Other Overseas,Overseas,"1,600"
Road,January 2015,Atlantic Canada,Canada,"49,100"
Road,January 2015,Quebec,Canada,700
Road,January 2015,Ontario,Canada,"3,100"
Road,January 2015,Western Canada,Canada,200
Road,January 2015,Maine (by road only),United States,200
Road,January 2015,Other New England,United States,400
Road,January 2015,Middle Atlantic,United States,100
Road,January 2015,East North Central,United States,0
Road,January 2015,West North Central,United States,0
Road,January 2015,South Atlantic,United States,0
Road,January 2015,East South Central,United States,0
Road,January 2015,West South Central,United States,0
Road,January 2015,Mountain,United States,0
Road,January 2015,Pacific,United States,0
Road,January 2015,Overseas,Overseas,0
Air,February 2015,Atlantic Canada,Canada,"7,900"
Air,February 2015,Quebec,Canada,"1,900"
Air,February 2015,Ontario,Canada,"9,600"
Air,February 2015,Western Canada,Canada,"2,800"
Air,February 2015,New England (inc Maine),United States,200
Air,February 2015,Middle Atlantic,United States,500
Air,February 2015,East North Central,United States,300
Air,February 2015,West North Central,United States,100
Air,February 2015,South Atlantic,United States,300
Air,February 2015,East South Central,United States,100
Air,February 2015,West South Central,United States,200
Air,February 2015,Mountain,United States,100
Air,February 2015,Pacific,United States,200
Air,February 2015,United Kingdom,Overseas,400
Air,February 2015,Germany,Overseas,100
Air,February 2015,Other Europe,Overseas,400
Air,February 2015,Other Overseas,Overseas,500
Road,February 2015,Atlantic Canada,Canada,"44,300"
Road,February 2015,Quebec,Canada,800
Road,February 2015,Ontario,Canada,"2,200"
Road,February 2015,Western Canada,Canada,100
Air,August 2015,Germany,Overseas,"1,800"
Road,February 2015,Maine (by road only),United States,200
Road,February 2015,Other New England,United States,300
Road,February 2015,Middle Atlantic,United States,200
Road,February 2015,East North Central,United States,0
Road,February 2015,West North Central,United States,0
Road,February 2015,South Atlantic,United States,100
Road,February 2015,East South Central,United States,0
Road,February 2015,West South Central,United States,0
Road,February 2015,Mountain,United States,0
Road,February 2015,Pacific,United States,0
Road,February 2015,Overseas,Overseas,0
Air,March 2015,Atlantic Canada,Canada,"7,700"
Air,March 2015,Quebec,Canada,"2,700"
Air,March 2015,Ontario,Canada,"14,800"
Air,March 2015,Western Canada,Canada,"4,000"
Air,March 2015,New England (inc Maine),United States,300
Air,March 2015,Middle Atlantic,United States,300
Air,March 2015,East North Central,United States,200
Air,March 2015,West North Central,United States,0
Air,March 2015,South Atlantic,United States,300
Air,March 2015,East South Central,United States,100
Air,March 2015,West South Central,United States,100
Air,March 2015,Mountain,United States,100
Air,March 2015,Pacific,United States,400
Air,March 2015,United Kingdom,Overseas,400
Air,March 2015,Germany,Overseas,100
Air,March 2015,Other Europe,Overseas,700
Air,March 2015,Other Overseas,Overseas,900
Road,March 2015,Atlantic Canada,Canada,"58,600"
Road,March 2015,Quebec,Canada,900
Road,March 2015,Ontario,Canada,"3,600"
Road,March 2015,Western Canada,Canada,200
Road,March 2015,Maine (by road only),United States,300
Road,March 2015,Other New England,United States,500
Road,March 2015,Middle Atlantic,United States,200
Road,March 2015,East North Central,United States,0
Road,March 2015,West North Central,United States,0
Road,March 2015,South Atlantic,United States,100
Road,March 2015,East South Central,United States,0
Road,March 2015,West South Central,United States,0
Road,March 2015,Mountain,United States,0
Road,March 2015,Pacific,United States,0
Road,March 2015,Overseas,Overseas,0
Air,April 2015,Atlantic Canada,Canada,"10,600"
Air,April 2015,Quebec,Canada,"3,700"
Air,April 2015,Ontario,Canada,"14,300"
Air,April 2015,Western Canada,Canada,"4,300"
Air,April 2015,New England (inc Maine),United States,400
Air,April 2015,Middle Atlantic,United States,800
Air,April 2015,East North Central,United States,300
Air,April 2015,West North Central,United States,100
Air,April 2015,South Atlantic,United States,900
Air,April 2015,East South Central,United States,200
Air,April 2015,West South Central,United States,200
Air,April 2015,Mountain,United States,100
Air,April 2015,Pacific,United States,300
Air,April 2015,United Kingdom,Overseas,700
Air,April 2015,Germany,Overseas,200
Air,April 2015,Other Europe,Overseas,"1,000"
Air,April 2015,Other Overseas,Overseas,800
Road,April 2015,Atlantic Canada,Canada,"66,700"
Road,April 2015,Quebec,Canada,"2,000"
Road,April 2015,Ontario,Canada,"9,300"
Road,April 2015,Western Canada,Canada,400
Road,April 2015,Maine (by road only),United States,400
Road,April 2015,Other New England,United States,"1,300"
Road,April 2015,Middle Atlantic,United States,400
Road,April 2015,East North Central,United States,100
Road,April 2015,West North Central,United States,0
Road,April 2015,South Atlantic,United States,200
Road,April 2015,East South Central,United States,0
Road,April 2015,West South Central,United States,0
Road,April 2015,Mountain,United States,100
Road,April 2015,Pacific,United States,100
Road,April 2015,Overseas,Overseas,0
Air,May 2015,Atlantic Canada,Canada,"6,600"
Air,May 2015,Quebec,Canada,"2,900"
Air,May 2015,Ontario,Canada,"16,100"
Air,May 2015,Western Canada,Canada,"11,700"
Air,May 2015,New England (inc Maine),United States,500
Air,May 2015,Middle Atlantic,United States,700
Air,May 2015,East North Central,United States,300
Air,May 2015,West North Central,United States,200
Air,May 2015,South Atlantic,United States,"1,200"
Air,May 2015,East South Central,United States,200
Air,May 2015,West South Central,United States,400
Air,May 2015,Mountain,United States,400
Air,May 2015,Pacific,United States,400
Air,May 2015,United Kingdom,Overseas,"1,500"
Air,May 2015,Germany,Overseas,200
Air,May 2015,Other Europe,Overseas,900
Air,May 2015,Other Overseas,Overseas,"1,200"
Road,May 2015,Atlantic Canada,Canada,"83,500"
Road,May 2015,Quebec,Canada,"2,900"
Road,May 2015,Ontario,Canada,"13,800"
Road,May 2015,Western Canada,Canada,"1,500"
Road,May 2015,Maine (by road only),United States,800
Road,May 2015,Other New England,United States,"2,100"
Road,May 2015,Middle Atlantic,United States,800
Road,May 2015,East North Central,United States,300
Road,May 2015,West North Central,United States,100
Road,May 2015,South Atlantic,United States,700
Road,May 2015,East South Central,United States,100
Road,May 2015,West South Central,United States,100
Road,May 2015,Mountain,United States,200
Road,May 2015,Pacific,United States,200
Road,May 2015,Overseas,Overseas,100
Air,June 2015,Atlantic Canada,Canada,"6,800"
Air,June 2015,Quebec,Canada,"3,300"
Air,June 2015,Ontario,Canada,"17,000"
Air,June 2015,Western Canada,Canada,"10,000"
Air,June 2015,New England (inc Maine),United States,800
Air,June 2015,Middle Atlantic,United States,"1,200"
Air,June 2015,East North Central,United States,600
Air,June 2015,West North Central,United States,300
Air,June 2015,South Atlantic,United States,"1,400"
Air,June 2015,East South Central,United States,600
Air,June 2015,West South Central,United States,700
Air,June 2015,Mountain,United States,500
Air,June 2015,Pacific,United States,900
Air,June 2015,United Kingdom,Overseas,"5,500"
Air,June 2015,Germany,Overseas,"1,500"
Air,June 2015,Other Europe,Overseas,"1,900"
Air,June 2015,Other Overseas,Overseas,"1,800"
Road,June 2015,Atlantic Canada,Canada,"84,100"
Road,June 2015,Quebec,Canada,"6,100"
Road,June 2015,Ontario,Canada,"28,100"
Road,June 2015,Western Canada,Canada,"3,300"
Road,June 2015,Maine (by road only),United States,"1,600"
Road,June 2015,Other New England,United States,"5,900"
Road,June 2015,Middle Atlantic,United States,"2,400"
Road,June 2015,East North Central,United States,"1,500"
Road,June 2015,West North Central,United States,400
Road,June 2015,South Atlantic,United States,"2,400"
Road,June 2015,East South Central,United States,200
Road,June 2015,West South Central,United States,500
Road,June 2015,Mountain,United States,600
Road,June 2015,Pacific,United States,600
Air,July 2015,Atlantic Canada,Canada,"9,000"
Air,July 2015,Quebec,Canada,"3,800"
Air,July 2015,Ontario,Canada,"23,800"
Air,July 2015,Western Canada,Canada,"18,700"
Air,July 2015,New England (inc Maine),United States,"1,000"
Air,July 2015,Middle Atlantic,United States,"2,400"
Air,July 2015,East North Central,United States,"1,600"
Air,July 2015,West North Central,United States,500
Air,July 2015,South Atlantic,United States,"3,400"
Air,July 2015,East South Central,United States,500
Air,July 2015,West South Central,United States,900
Air,July 2015,Mountain,United States,600
Air,July 2015,Pacific,United States,"1,900"
Air,July 2015,United Kingdom,Overseas,"5,200"
Air,July 2015,Germany,Overseas,"1,800"
Air,July 2015,Other Europe,Overseas,"3,700"
Air,July 2015,Other Overseas,Overseas,"3,200"
Road,July 2015,Atlantic Canada,Canada,"128,300"
Road,July 2015,Quebec,Canada,"19,800"
Road,July 2015,Ontario,Canada,"75,400"
Road,July 2015,Western Canada,Canada,"6,600"
Road,July 2015,Maine (by road only),United States,"3,100"
Road,July 2015,Other New England,United States,"11,400"
Road,July 2015,Middle Atlantic,United States,"5,500"
Road,July 2015,East North Central,United States,"2,500"
Road,July 2015,West North Central,United States,700
Road,July 2015,South Atlantic,United States,"4,700"
Road,July 2015,East South Central,United States,500
Road,July 2015,West South Central,United States,700
Road,July 2015,Mountain,United States,800
Road,July 2015,Pacific,United States,"1,000"
Road,July 2015,Overseas,Overseas,700
Air,August 2015,Atlantic Canada,Canada,"7,700"
Air,August 2015,Quebec,Canada,"4,300"
Air,August 2015,Ontario,Canada,"34,300"
Air,August 2015,Western Canada,Canada,"27,000"
Air,August 2015,New England (inc Maine),United States,"1,200"
Air,August 2015,Middle Atlantic,United States,"2,900"
Air,August 2015,East North Central,United States,"1,700"
Air,August 2015,West North Central,United States,700
Air,August 2015,South Atlantic,United States,"3,800"
Air,August 2015,East South Central,United States,800
Air,August 2015,West South Central,United States,"1,400"
Air,August 2015,Mountain,United States,"1,000"
Air,August 2015,Pacific,United States,"2,400"
Air,August 2015,United Kingdom,Overseas,"4,600"
Air,August 2015,Other Europe,Overseas,"4,000"
Air,August 2015,Other Overseas,Overseas,"4,100"
Road,August 2015,Atlantic Canada,Canada,"131,000"
Road,August 2015,Quebec,Canada,"19,300"
Road,August 2015,Ontario,Canada,"78,500"
Road,August 2015,Western Canada,Canada,"6,700"
Road,August 2015,Maine (by road only),United States,"2,900"
Road,August 2015,Other New England,United States,"12,300"
Road,August 2015,Middle Atlantic,United States,"5,900"
Road,August 2015,East North Central,United States,"2,200"
Road,August 2015,West North Central,United States,700
Road,August 2015,South Atlantic,United States,"3,900"
Road,August 2015,East South Central,United States,600
Road,August 2015,West South Central,United States,600
Road,August 2015,Mountain,United States,900
Road,August 2015,Pacific,United States,900
Road,August 2015,Overseas,Overseas,600
Air,September 2015,Atlantic Canada,Canada,"8,600"
Air,September 2015,Quebec,Canada,"3,500"
Air,September 2015,Ontario,Canada,"23,700"
Air,September 2015,Western Canada,Canada,"16,800"
Air,September 2015,New England (inc Maine),United States,800
Air,September 2015,Middle Atlantic,United States,"1,800"
Air,September 2015,East North Central,United States,"1,200"
Air,September 2015,West North Central,United States,600
Air,September 2015,South Atlantic,United States,"2,500"
Air,September 2015,East South Central,United States,400
Air,September 2015,West South Central,United States,900
Air,September 2015,Mountain,United States,900
Air,September 2015,Pacific,United States,"1,800"
Air,September 2015,United Kingdom,Overseas,"4,500"
Air,September 2015,Germany,Overseas,"1,300"
Air,September 2015,Other Europe,Overseas,"2,600"
Air,September 2015,Other Overseas,Overseas,"2,800"
Road,September 2015,Atlantic Canada,Canada,"84,800"
Road,September 2015,Quebec,Canada,"5,000"
Road,September 2015,Ontario,Canada,"29,100"
Road,September 2015,Western Canada,Canada,"4,400"
Road,September 2015,Maine (by road only),United States,"1,700"
Road,September 2015,Other New England,United States,"6,300"
Road,September 2015,Middle Atlantic,United States,"2,800"
Road,September 2015,East North Central,United States,"2,000"
Road,September 2015,West North Central,United States,400
Road,September 2015,South Atlantic,United States,"2,200"
Road,September 2015,East South Central,United States,200
Road,September 2015,West South Central,United States,400
Road,September 2015,Mountain,United States,800
Road,September 2015,Pacific,United States,800
Road,September 2015,Overseas,Overseas,500
Air,October 2015,Atlantic Canada,Canada,"9,500"
Air,October 2015,Quebec,Canada,"3,500"
Air,October 2015,Ontario,Canada,"19,700"
Air,October 2015,Western Canada,Canada,"14,200"
Air,October 2015,New England (inc Maine),United States,700
Air,October 2015,Middle Atlantic,United States,"1,200"
Air,October 2015,East North Central,United States,800
Road,June 2018,Ontario,Canada,"27,700"
Air,October 2015,West North Central,United States,400
Air,October 2015,South Atlantic,United States,"1,600"
Air,October 2015,East South Central,United States,300
Air,October 2015,West South Central,United States,600
Air,October 2015,Mountain,United States,500
Air,October 2015,Pacific,United States,"1,300"
Air,October 2015,United Kingdom,Overseas,"3,400"
Air,October 2015,Germany,Overseas,"1,400"
Air,October 2015,Other Europe,Overseas,"2,200"
Air,October 2015,Other Overseas,Overseas,"2,300"
Road,October 2015,Atlantic Canada,Canada,"84,000"
Road,October 2015,Quebec,Canada,"2,400"
Road,October 2015,Ontario,Canada,"13,900"
Road,October 2015,Western Canada,Canada,"2,000"
Road,October 2015,Maine (by road only),United States,900
Road,October 2015,Other New England,United States,"2,700"
Road,October 2015,Middle Atlantic,United States,"1,200"
Road,October 2015,East North Central,United States,900
Road,October 2015,West North Central,United States,200
Road,October 2015,South Atlantic,United States,800
Road,October 2015,East South Central,United States,100
Road,October 2015,West South Central,United States,200
Road,October 2015,Mountain,United States,300
Road,October 2015,Pacific,United States,300
Road,October 2015,Overseas,Overseas,200
Air,November 2015,Atlantic Canada,Canada,"9,300"
Air,November 2015,Quebec,Canada,"2,800"
Air,November 2015,Ontario,Canada,"14,200"
Air,November 2015,Western Canada,Canada,"5,200"
Air,November 2015,New England (inc Maine),United States,300
Air,November 2015,Middle Atlantic,United States,500
Air,November 2015,East North Central,United States,400
Air,November 2015,West North Central,United States,100
Air,November 2015,South Atlantic,United States,700
Air,November 2015,East South Central,United States,100
Air,November 2015,West South Central,United States,300
Air,November 2015,Mountain,United States,300
Air,November 2015,Pacific,United States,400
Air,November 2015,United Kingdom,Overseas,"1,600"
Air,November 2015,Germany,Overseas,200
Air,November 2015,Other Europe,Overseas,600
Air,November 2015,Other Overseas,Overseas,"1,100"
Road,November 2015,Atlantic Canada,Canada,"73,900"
Road,November 2015,Quebec,Canada,"1,800"
Road,November 2015,Ontario,Canada,"8,400"
Road,November 2015,Western Canada,Canada,400
Road,November 2015,Maine (by road only),United States,500
Road,November 2015,Other New England,United States,"1,200"
Road,November 2015,Middle Atlantic,United States,500
Road,November 2015,East North Central,United States,100
Road,November 2015,West North Central,United States,0
Road,November 2015,South Atlantic,United States,200
Road,November 2015,East South Central,United States,0
Road,November 2015,West South Central,United States,0
Road,November 2015,Mountain,United States,100
Road,November 2015,Pacific,United States,100
Road,November 2015,Overseas,Overseas,0
Air,December 2015,Atlantic Canada,Canada,"6,500"
Air,December 2015,Quebec,Canada,"1,600"
Air,December 2015,Ontario,Canada,"13,300"
Air,December 2015,Western Canada,Canada,"5,300"
Air,December 2015,New England (inc Maine),United States,500
Air,December 2015,Middle Atlantic,United States,800
Air,December 2015,East North Central,United States,400
Air,December 2015,West North Central,United States,300
Air,December 2015,South Atlantic,United States,"1,000"
Air,December 2015,East South Central,United States,200
Air,December 2015,West South Central,United States,300
Air,December 2015,Mountain,United States,300
Air,December 2015,Pacific,United States,500
Air,December 2015,United Kingdom,Overseas,900
Air,December 2015,Germany,Overseas,200
Air,December 2015,Other Europe,Overseas,400
Road,September 2018,Ontario,Canada,"28,400"
Air,December 2015,Other Overseas,Overseas,700
Road,December 2015,Atlantic Canada,Canada,"66,800"
Road,December 2015,Quebec,Canada,"1,400"
Road,December 2015,Ontario,Canada,"7,100"
Road,December 2015,Western Canada,Canada,400
Road,December 2015,Maine (by road only),United States,300
Road,December 2015,Other New England,United States,"1,000"
Road,December 2015,Middle Atlantic,United States,300
Road,December 2015,East North Central,United States,100
Road,July 2016,Overseas,Overseas,200
Road,December 2015,West North Central,United States,0
Road,December 2015,South Atlantic,United States,200
Road,December 2015,East South Central,United States,0
Road,December 2015,West South Central,United States,0
Road,December 2015,Mountain,United States,0
Road,December 2015,Pacific,United States,0
Road,December 2015,Overseas,Overseas,0
Air,January 2016,Atlantic Canada,Canada,"6,600"
Air,January 2016,Quebec,Canada,"2,800"
Air,January 2016,Ontario,Canada,"11,900"
Air,January 2016,Western Canada,Canada,"5,900"
Air,January 2016,New England (inc Maine),United States,400
Air,January 2016,Middle Atlantic,United States,400
Air,January 2016,East North Central,United States,200
Air,January 2016,West North Central,United States,100
Air,January 2016,South Atlantic,United States,900
Air,January 2016,East South Central,United States,100
Air,January 2016,West South Central,United States,300
Air,January 2016,Mountain,United States,300
Air,January 2016,Pacific,United States,400
Air,January 2016,United Kingdom,Overseas,"1,300"
Air,January 2016,Germany,Overseas,200
Air,January 2016,Other Europe,Overseas,"1,000"
Air,January 2016,Other Overseas,Overseas,"1,400"
Road,January 2016,Atlantic Canada,Canada,"62,800"
Road,January 2016,Quebec,Canada,800
Road,January 2016,Ontario,Canada,"4,400"
Road,January 2016,Western Canada,Canada,300
Road,January 2016,Maine (by road only),United States,200
Road,January 2016,Other New England,United States,700
Road,January 2016,Middle Atlantic,United States,100
Road,January 2016,East North Central,United States,100
Road,January 2016,West North Central,United States,0
Road,January 2016,South Atlantic,United States,0
Road,January 2016,East South Central,United States,0
Road,January 2016,West South Central,United States,0
Road,January 2016,Mountain,United States,0
Road,January 2016,Pacific,United States,0
Road,January 2016,Overseas,Overseas,0
Air,February 2016,Atlantic Canada,Canada,"8,000"
Air,February 2016,Quebec,Canada,"2,200"
Air,February 2016,Ontario,Canada,"9,900"
Air,February 2016,Western Canada,Canada,"3,200"
Air,February 2016,New England (inc Maine),United States,200
Air,February 2016,Middle Atlantic,United States,500
Air,February 2016,East North Central,United States,200
Air,February 2016,West North Central,United States,0
Air,February 2016,South Atlantic,United States,400
Air,February 2016,East South Central,United States,100
Air,February 2016,West South Central,United States,300
Air,February 2016,Mountain,United States,300
Air,February 2016,Pacific,United States,200
Air,February 2016,United Kingdom,Overseas,700
Air,February 2016,Germany,Overseas,500
Air,February 2016,Other Europe,Overseas,700
Air,February 2016,Other Overseas,Overseas,400
Road,February 2016,Atlantic Canada,Canada,"58,100"
Road,February 2016,Quebec,Canada,900
Road,February 2016,Ontario,Canada,"3,900"
Road,February 2016,Western Canada,Canada,200
Road,February 2016,Maine (by road only),United States,200
Road,February 2016,Other New England,United States,600
Road,February 2016,Middle Atlantic,United States,200
Road,February 2016,East North Central,United States,100
Road,February 2016,West North Central,United States,0
Road,February 2016,South Atlantic,United States,0
Road,February 2016,East South Central,United States,0
Road,February 2016,West South Central,United States,0
Road,February 2016,Mountain,United States,0
Road,February 2016,Pacific,United States,0
Road,February 2016,Overseas,Overseas,0
Air,March 2016,Atlantic Canada,Canada,"8,500"
Air,March 2016,Quebec,Canada,"1,100"
Air,March 2016,Ontario,Canada,"10,800"
Air,March 2016,Western Canada,Canada,"4,500"
Air,March 2016,New England (inc Maine),United States,500
Air,March 2016,Middle Atlantic,United States,300
Air,March 2016,East North Central,United States,200
Air,March 2016,West North Central,United States,100
Air,March 2016,South Atlantic,United States,400
Air,March 2016,East South Central,United States,0
Air,March 2016,West South Central,United States,400
Air,March 2016,Mountain,United States,100
Air,March 2016,Pacific,United States,100
Air,March 2016,United Kingdom,Overseas,500
Air,March 2016,Germany,Overseas,200
Air,March 2016,Other Europe,Overseas,500
Air,March 2016,Other Overseas,Overseas,500
Road,March 2016,Atlantic Canada,Canada,"66,800"
Road,March 2016,Quebec,Canada,"1,300"
Road,March 2016,Ontario,Canada,"5,900"
Road,March 2016,Western Canada,Canada,500
Road,March 2016,Maine (by road only),United States,400
Road,March 2016,Other New England,United States,800
Road,March 2016,Middle Atlantic,United States,200
Road,March 2016,East North Central,United States,100
Road,March 2016,West North Central,United States,100
Road,March 2016,South Atlantic,United States,200
Road,March 2016,East South Central,United States,0
Road,March 2016,West South Central,United States,0
Road,March 2016,Mountain,United States,0
Road,March 2016,Pacific,United States,0
Road,March 2016,Overseas,Overseas,0
Air,April 2016,Atlantic Canada,Canada,"9,100"
Air,April 2016,Quebec,Canada,"3,200"
Air,April 2016,Ontario,Canada,"14,500"
Air,April 2016,Western Canada,Canada,"6,100"
Air,April 2016,New England (inc Maine),United States,400
Air,April 2016,Middle Atlantic,United States,700
Air,April 2016,East North Central,United States,300
Air,April 2016,West North Central,United States,100
Air,April 2016,South Atlantic,United States,700
Air,April 2016,East South Central,United States,200
Air,April 2016,West South Central,United States,200
Air,April 2016,Mountain,United States,200
Air,April 2016,Pacific,United States,400
Air,April 2016,United Kingdom,Overseas,"1,200"
Air,April 2016,Germany,Overseas,300
Air,April 2016,Other Europe,Overseas,"1,000"
Air,April 2016,Other Overseas,Overseas,600
Road,April 2016,Atlantic Canada,Canada,"73,400"
Road,April 2016,Quebec,Canada,"1,700"
Road,April 2016,Ontario,Canada,"9,500"
Road,April 2016,Western Canada,Canada,300
Road,April 2016,Maine (by road only),United States,500
Road,April 2016,Other New England,United States,"1,400"
Road,April 2016,Middle Atlantic,United States,400
Road,April 2016,East North Central,United States,100
Road,April 2016,West North Central,United States,0
Road,April 2016,South Atlantic,United States,200
Road,April 2016,East South Central,United States,0
Road,April 2016,West South Central,United States,0
Road,April 2016,Mountain,United States,100
Road,April 2016,Pacific,United States,100
Road,April 2016,Overseas,Overseas,0
Air,May 2016,Atlantic Canada,Canada,"8,900"
Air,May 2016,Quebec,Canada,"3,000"
Air,May 2016,Ontario,Canada,"18,300"
Air,May 2016,Western Canada,Canada,"10,200"
Air,May 2016,New England (inc Maine),United States,500
Air,May 2016,Middle Atlantic,United States,900
Air,May 2016,East North Central,United States,400
Air,May 2016,West North Central,United States,200
Air,May 2016,South Atlantic,United States,"1,100"
Air,May 2016,East South Central,United States,200
Air,May 2016,West South Central,United States,300
Air,May 2016,Mountain,United States,300
Air,May 2016,Pacific,United States,600
Air,May 2016,United Kingdom,Overseas,"1,700"
Air,May 2016,Germany,Overseas,500
Air,May 2016,Other Europe,Overseas,"1,100"
Air,May 2016,Other Overseas,Overseas,"1,600"
Road,May 2016,Atlantic Canada,Canada,"80,600"
Road,May 2016,Quebec,Canada,"3,300"
Road,May 2016,Ontario,Canada,"13,700"
Road,May 2016,Western Canada,Canada,"2,100"
Road,May 2016,Maine (by road only),United States,700
Road,May 2016,Other New England,United States,"1,700"
Road,May 2016,Middle Atlantic,United States,800
Road,May 2016,East North Central,United States,300
Road,May 2016,West North Central,United States,100
Road,May 2016,South Atlantic,United States,600
Road,May 2016,East South Central,United States,0
Road,May 2016,West South Central,United States,100
Road,May 2016,Mountain,United States,200
Road,May 2016,Pacific,United States,200
Road,May 2016,Overseas,Overseas,100
Air,June 2016,Atlantic Canada,Canada,"7,300"
Air,June 2016,Quebec,Canada,"3,000"
Air,June 2016,Ontario,Canada,"21,300"
Air,June 2016,Western Canada,Canada,"12,900"
Air,June 2016,New England (inc Maine),United States,"1,700"
Air,June 2016,Middle Atlantic,United States,"1,900"
Air,June 2016,East North Central,United States,"1,300"
Air,June 2016,West North Central,United States,500
Air,June 2016,South Atlantic,United States,"2,700"
Air,June 2016,East South Central,United States,900
Air,June 2016,West South Central,United States,900
Air,June 2016,Mountain,United States,500
Air,June 2016,Pacific,United States,"1,300"
Air,June 2016,United Kingdom,Overseas,"2,100"
Air,June 2016,Germany,Overseas,900
Air,June 2016,Other Europe,Overseas,"1,500"
Air,June 2016,Other Overseas,Overseas,"1,900"
Road,June 2016,Atlantic Canada,Canada,"88,400"
Road,June 2016,Quebec,Canada,"7,800"
Road,June 2016,Ontario,Canada,"27,700"
Road,June 2016,Western Canada,Canada,"3,500"
Road,June 2016,Maine (by road only),United States,"1,500"
Road,June 2016,Other New England,United States,"5,000"
Road,June 2016,Middle Atlantic,United States,"2,500"
Road,June 2016,East North Central,United States,"1,600"
Road,June 2016,West North Central,United States,400
Road,June 2016,South Atlantic,United States,"2,600"
Road,June 2016,East South Central,United States,200
Road,June 2016,West South Central,United States,400
Road,June 2016,Mountain,United States,500
Road,June 2016,Pacific,United States,600
Road,June 2016,Overseas,Overseas,300
Air,July 2016,Atlantic Canada,Canada,"8,000"
Air,July 2016,Quebec,Canada,"2,600"
Air,July 2016,Ontario,Canada,"24,500"
Air,July 2016,Western Canada,Canada,"19,400"
Air,July 2016,New England (inc Maine),United States,"2,200"
Air,July 2016,Middle Atlantic,United States,"2,400"
Air,July 2016,East North Central,United States,"2,400"
Air,July 2016,West North Central,United States,600
Air,July 2016,South Atlantic,United States,"5,800"
Air,July 2016,East South Central,United States,600
Air,July 2016,West South Central,United States,"2,000"
Air,July 2016,Mountain,United States,"1,500"
Air,July 2016,Pacific,United States,"2,000"
Air,July 2016,United Kingdom,Overseas,"4,000"
Air,July 2016,Germany,Overseas,"2,100"
Air,July 2016,Other Europe,Overseas,"2,800"
Air,July 2016,Other Overseas,Overseas,"4,600"
Road,July 2016,Atlantic Canada,Canada,"133,200"
Road,July 2016,Quebec,Canada,"23,900"
Road,July 2016,Ontario,Canada,"84,500"
Road,July 2016,Western Canada,Canada,"7,500"
Road,July 2016,Maine (by road only),United States,"2,700"
Road,July 2016,Other New England,United States,"10,900"
Road,July 2016,Middle Atlantic,United States,"5,700"
Road,July 2016,East North Central,United States,"2,700"
Road,July 2016,West North Central,United States,700
Road,July 2016,South Atlantic,United States,"4,500"
Road,July 2016,East South Central,United States,400
Road,July 2016,West South Central,United States,800
Road,July 2016,Mountain,United States,"1,000"
Road,July 2016,Pacific,United States,"1,000"
Air,August 2016,Atlantic Canada,Canada,"10,500"
Air,August 2016,Quebec,Canada,"2,700"
Air,August 2016,Ontario,Canada,"43,000"
Air,August 2016,Western Canada,Canada,"31,200"
Air,August 2016,New England (inc Maine),United States,"2,600"
Air,August 2016,Middle Atlantic,United States,"3,800"
Air,August 2016,East North Central,United States,"2,300"
Air,August 2016,West North Central,United States,500
Air,August 2016,South Atlantic,United States,"5,600"
Air,August 2016,East South Central,United States,700
Air,August 2016,West South Central,United States,"2,400"
Air,August 2016,Mountain,United States,"1,700"
Air,August 2016,Pacific,United States,"3,400"
Air,August 2016,United Kingdom,Overseas,"5,400"
Air,August 2016,Germany,Overseas,"1,700"
Air,August 2016,Other Europe,Overseas,"4,400"
Air,August 2016,Other Overseas,Overseas,"3,100"
Road,August 2016,Atlantic Canada,Canada,"131,000"
Road,August 2016,Quebec,Canada,"23,000"
Road,August 2016,Ontario,Canada,"86,600"
Road,August 2016,Western Canada,Canada,"7,400"
Road,August 2016,Maine (by road only),United States,"2,800"
Road,August 2016,Other New England,United States,"10,900"
Road,August 2016,Middle Atlantic,United States,"5,700"
Road,August 2016,East North Central,United States,"2,300"
Road,August 2016,West North Central,United States,600
Road,August 2016,South Atlantic,United States,"4,100"
Road,August 2016,East South Central,United States,400
Road,August 2016,West South Central,United States,600
Road,August 2016,Mountain,United States,"1,000"
Road,August 2016,Pacific,United States,"1,000"
Road,August 2016,Overseas,Overseas,200
Air,September 2016,Germany,Overseas,"2,900"
Road,September 2016,Ontario,Canada,"35,500"
Air,September 2016,Middle Atlantic,United States,"2,500"
Road,September 2016,Pacific,United States,"1,000"
Road,September 2016,West South Central,United States,400
Road,September 2016,Quebec,Canada,"7,000"
Road,September 2016,West North Central,United States,500
Air,September 2016,Quebec,Canada,"3,200"
Road,September 2016,Overseas,Overseas,200
Air,September 2016,Ontario,Canada,"23,700"
Road,September 2016,South Atlantic,United States,"2,400"
Air,September 2016,East South Central,United States,200
Air,September 2016,Western Canada,Canada,"19,600"
Air,September 2016,Pacific,United States,"1,500"
Air,September 2016,Atlantic Canada,Canada,"10,700"
Air,September 2016,New England (inc Maine),United States,"1,700"
Air,September 2016,East North Central,United States,"2,200"
