Mode of entry,Month/Year,Visitor Origin,Country,Number of Visitors (Rounded to nearest hundred)
Air,September 2016,United Kingdom,Overseas,"5,300"
Air,September 2016,Other Europe,Overseas,"1,600"
Air,September 2016,Other Overseas,Overseas,"3,600"
Air,September 2016,Mountain,United States,"1,100"
Air,September 2016,West South Central,United States,"1,000"
Road,September 2016,Western Canada,Canada,"5,200"
Air,September 2016,West North Central,United States,500
Road,September 2016,Mountain,United States,900
Road,September 2016,Other New England,United States,"5,900"
Road,September 2016,East South Central,United States,200
Road,September 2016,Middle Atlantic,United States,"3,600"
Road,September 2016,Atlantic Canada,Canada,"87,300"
Road,September 2016,East North Central,United States,"1,900"
Air,September 2016,South Atlantic,United States,"4,700"
Road,September 2016,Maine (by road only),United States,"1,700"
Road,October 2016,Western Canada,Canada,"2,000"
Road,October 2016,Other New England,United States,"2,300"
Road,October 2016,Maine (by road only),United States,"1,000"
Road,October 2016,Middle Atlantic,United States,"1,400"
Road,October 2016,West South Central,United States,200
Air,October 2016,West South Central,United States,"1,600"
Road,October 2016,Ontario,Canada,"17,700"
Air,October 2016,Other Europe,Overseas,"1,800"
Road,October 2016,Overseas,Overseas,100
Road,October 2016,East North Central,United States,700
Air,October 2016,Other Overseas,Overseas,"3,900"
Air,October 2016,South Atlantic,United States,"2,600"
Air,October 2016,New England (inc Maine),United States,"1,200"
Air,October 2016,Quebec,Canada,"2,400"
Air,October 2016,West North Central,United States,800
Road,October 2016,Quebec,Canada,"3,800"
Air,October 2016,Middle Atlantic,United States,"1,500"
Road,October 2016,Atlantic Canada,Canada,"81,100"
Air,October 2016,Mountain,United States,"1,400"
Air,October 2016,United Kingdom,Overseas,"2,600"
Road,October 2016,Pacific,United States,300
Air,October 2016,Atlantic Canada,Canada,"11,000"
Air,October 2016,Ontario,Canada,"22,800"
Air,October 2016,Germany,Overseas,"2,800"
Road,October 2016,East South Central,United States,100
Road,October 2016,Mountain,United States,300
Road,October 2016,South Atlantic,United States,700
Air,October 2016,East South Central,United States,400
Air,October 2016,Western Canada,Canada,"12,400"
Road,October 2016,West North Central,United States,200
Air,October 2016,Pacific,United States,"1,400"
Air,October 2016,East North Central,United States,"1,600"
Road,November 2016,Ontario,Canada,"8,800"
Air,November 2016,Western Canada,Canada,"6,600"
Road,December 2016,West North Central,United States,0
Air,November 2016,East North Central,United States,500
Air,December 2016,New England (inc Maine),United States,500
Air,November 2016,Ontario,Canada,"17,200"
Road,November 2016,Atlantic Canada,Canada,"74,500"
Air,November 2016,Mountain,United States,300
Air,November 2016,Germany,Overseas,300
Air,November 2016,Quebec,Canada,"3,000"
Air,December 2016,Pacific,United States,"1,300"
Road,December 2016,Mountain,United States,0
Road,December 2016,Quebec,Canada,"1,400"
Road,December 2016,Overseas,Overseas,0
Road,December 2016,Western Canada,Canada,400
Air,December 2016,Other Overseas,Overseas,"1,200"
Road,November 2016,Western Canada,Canada,400
Air,November 2016,United Kingdom,Overseas,600
Air,December 2016,Atlantic Canada,Canada,"7,400"
Air,December 2016,South Atlantic,United States,"1,500"
Air,December 2016,Middle Atlantic,United States,600
Air,December 2016,West South Central,United States,300
Road,December 2016,Middle Atlantic,United States,300
Road,December 2016,Other New England,United States,800
Air,November 2016,New England (inc Maine),United States,700
Air,December 2016,East South Central,United States,100
Air,December 2016,Mountain,United States,100
Road,November 2016,East South Central,United States,0
Road,November 2016,Mountain,United States,0
Air,November 2016,South Atlantic,United States,600
Air,December 2016,East North Central,United States,400
Road,November 2016,Overseas,Overseas,0
Road,December 2016,Atlantic Canada,Canada,"69,900"
Air,November 2016,Atlantic Canada,Canada,"11,600"
Road,December 2016,Ontario,Canada,"7,000"
Road,December 2016,East South Central,United States,0
Road,December 2016,Pacific,United States,0
Road,December 2016,West South Central,United States,0
Road,November 2016,South Atlantic,United States,100
Air,November 2016,West South Central,United States,300
Road,November 2016,Maine (by road only),United States,500
Air,December 2016,Quebec,Canada,"1,900"
Air,November 2016,West North Central,United States,100
Air,December 2016,Western Canada,Canada,"6,300"
Road,November 2016,Quebec,Canada,"2,300"
Air,November 2016,Middle Atlantic,United States,800
Air,December 2016,Ontario,Canada,"19,200"
Air,December 2016,United Kingdom,Overseas,"1,100"
Air,November 2016,East South Central,United States,200
Air,November 2016,Other Overseas,Overseas,"1,600"
Air,November 2016,Pacific,United States,200
Road,November 2016,East North Central,United States,100
Road,November 2016,Middle Atlantic,United States,400
Air,December 2016,Other Europe,Overseas,700
Road,November 2016,West North Central,United States,0
Air,December 2016,West North Central,United States,100
Road,December 2016,East North Central,United States,100
Road,November 2016,West South Central,United States,0
Air,December 2016,Germany,Overseas,200
Air,November 2016,Other Europe,Overseas,500
Road,December 2016,Maine (by road only),United States,300
Road,December 2016,South Atlantic,United States,100
Road,November 2016,Other New England,United States,"1,000"
Road,November 2016,Pacific,United States,100
Road,March 2017,Mountain,United States,0
Air,April 2017,Ontario,Canada,"16,200"
Air,January 2017,New England (inc Maine),United States,400
Road,February 2017,Pacific,United States,0
Road,March 2017,South Atlantic,United States,100
Air,April 2017,Atlantic Canada,Canada,"9,800"
Road,January 2017,Maine (by road only),United States,200
Air,April 2017,Western Canada,Canada,"5,800"
Road,April 2017,Overseas,Overseas,0
Air,February 2017,Other Overseas,Overseas,600
Air,April 2017,New England (inc Maine),United States,"1,000"
Road,January 2017,Atlantic Canada,Canada,"63,600"
Road,April 2017,South Atlantic,United States,200
Road,April 2017,Atlantic Canada,Canada,"74,300"
Road,January 2017,Pacific,United States,0
Air,April 2017,West North Central,United States,0
Road,March 2017,Atlantic Canada,Canada,"74,400"
Road,January 2017,Western Canada,Canada,200
Air,April 2017,Other Overseas,Overseas,"1,700"
Road,February 2017,Quebec,Canada,"1,000"
Road,April 2017,Quebec,Canada,"2,300"
Air,March 2017,West South Central,United States,100
Road,February 2017,West South Central,United States,0
Road,February 2017,Other New England,United States,600
Air,March 2017,Other Europe,Overseas,600
Road,March 2017,East North Central,United States,100
Air,March 2017,New England (inc Maine),United States,500
Road,January 2017,Quebec,Canada,"1,400"
Road,February 2017,Atlantic Canada,Canada,"56,400"
Road,March 2017,Middle Atlantic,United States,300
Air,April 2017,West South Central,United States,300
Road,January 2017,Mountain,United States,0
Road,April 2017,Western Canada,Canada,400
Air,April 2017,South Atlantic,United States,700
Air,January 2017,East South Central,United States,200
Air,February 2017,Other Europe,Overseas,"1,100"
Road,March 2017,Ontario,Canada,"6,000"
Air,February 2017,East North Central,United States,100
Road,January 2017,Overseas,Overseas,0
Road,February 2017,West North Central,United States,0
Air,March 2017,East South Central,United States,0
Air,April 2017,East South Central,United States,0
Road,April 2017,East North Central,United States,200
Air,March 2017,Germany,Overseas,200
Air,February 2017,New England (inc Maine),United States,300
Air,April 2017,East North Central,United States,300
Road,February 2017,Overseas,Overseas,0
Air,March 2017,West North Central,United States,0
Road,April 2017,West South Central,United States,0
Air,April 2017,Quebec,Canada,"2,100"
Road,April 2017,Ontario,Canada,"10,500"
Road,January 2017,West South Central,United States,0
Air,February 2017,Middle Atlantic,United States,200
Air,January 2017,Other Overseas,Overseas,"1,500"
Air,March 2017,Pacific,United States,300
Road,March 2017,Quebec,Canada,"1,500"
Road,February 2017,Western Canada,Canada,200
Road,March 2017,Overseas,Overseas,0
Road,January 2017,Ontario,Canada,"4,900"
Air,January 2017,South Atlantic,United States,600
Air,February 2017,Ontario,Canada,"9,900"
Road,April 2017,Other New England,United States,"2,000"
Road,March 2017,East South Central,United States,0
Road,February 2017,Mountain,United States,0
Air,March 2017,South Atlantic,United States,600
Road,January 2017,Middle Atlantic,United States,200
Air,March 2017,Middle Atlantic,United States,300
Air,February 2017,East South Central,United States,0
Road,January 2017,South Atlantic,United States,100
Air,January 2017,West South Central,United States,100
Air,February 2017,Quebec,Canada,"1,800"
Air,February 2017,Atlantic Canada,Canada,"5,500"
Road,February 2017,East South Central,United States,0
Road,April 2017,Pacific,United States,0
Air,January 2017,Western Canada,Canada,"5,700"
Road,February 2017,South Atlantic,United States,100
Road,March 2017,Other New England,United States,"1,100"
Air,March 2017,East North Central,United States,400
Air,February 2017,West South Central,United States,0
Air,January 2017,Quebec,Canada,"2,100"
Air,February 2017,Pacific,United States,200
Air,April 2017,United Kingdom,Overseas,300
Road,April 2017,Middle Atlantic,United States,500
Air,March 2017,Other Overseas,Overseas,500
Road,January 2017,Other New England,United States,700
Air,March 2017,Quebec,Canada,"2,300"
Air,January 2017,Middle Atlantic,United States,700
Air,January 2017,Mountain,United States,0
Air,January 2017,East North Central,United States,0
Air,January 2017,Atlantic Canada,Canada,"8,000"
Air,February 2017,West North Central,United States,0
Air,March 2017,Ontario,Canada,"15,700"
Road,April 2017,Mountain,United States,100
Air,March 2017,Western Canada,Canada,"3,700"
Air,February 2017,Mountain,United States,200
Air,February 2017,Germany,Overseas,500
Road,March 2017,West North Central,United States,0
Road,March 2017,Western Canada,Canada,500
Road,January 2017,East North Central,United States,0
Air,March 2017,Mountain,United States,100
Air,April 2017,Mountain,United States,400
Road,March 2017,West South Central,United States,0
Road,April 2017,Maine (by road only),United States,500
Road,February 2017,East North Central,United States,0
Road,March 2017,Maine (by road only),United States,300
Road,March 2017,Pacific,United States,0
Air,March 2017,Atlantic Canada,Canada,"11,500"
Air,January 2017,Germany,Overseas,100
Air,February 2017,South Atlantic,United States,400
Road,February 2017,Maine (by road only),United States,200
Air,January 2017,Pacific,United States,0
Road,February 2017,Middle Atlantic,United States,200
Air,April 2017,Other Europe,Overseas,900
Air,April 2017,Pacific,United States,500
Road,December 2019,Ontario,Canada,"7,100"
Air,April 2017,Middle Atlantic,United States,700
Air,January 2017,United Kingdom,Overseas,900
Air,January 2017,Ontario,Canada,"14,400"
Air,January 2017,West North Central,United States,100
Air,February 2017,United Kingdom,Overseas,400
Road,February 2017,Ontario,Canada,"3,300"
Air,February 2017,Western Canada,Canada,"3,500"
Road,January 2017,East South Central,United States,0
Road,April 2017,East South Central,United States,0
Air,March 2017,United Kingdom,Overseas,400
Air,April 2017,Germany,Overseas,0
Road,January 2017,West North Central,United States,0
Air,January 2017,Other Europe,Overseas,700
Road,April 2017,West North Central,United States,0
Air,May 2017,United Kingdom,Overseas,900
Air,May 2017,New England (inc Maine),United States,"1,100"
Air,May 2017,Quebec,Canada,"3,300"
Road,May 2017,Mountain,United States,200
Road,May 2017,Overseas,Overseas,200
Road,May 2017,Other New England,United States,"2,500"
Road,May 2017,Maine (by road only),United States,800
Air,May 2017,Western Canada,Canada,"12,500"
Air,May 2017,Other Overseas,Overseas,"1,900"
Air,May 2017,Other Europe,Overseas,"1,100"
Road,May 2017,East South Central,United States,100
Air,May 2017,Atlantic Canada,Canada,"8,800"
Road,May 2017,Atlantic Canada,Canada,"91,300"
Air,May 2017,South Atlantic,United States,"1,600"
Air,May 2017,Mountain,United States,400
Road,May 2017,Western Canada,Canada,"1,500"
Road,May 2017,Pacific,United States,200
Road,May 2017,South Atlantic,United States,600
Road,May 2017,Middle Atlantic,United States,"1,000"
Air,May 2017,Germany,Overseas,300
Air,May 2017,West South Central,United States,200
Road,May 2017,Ontario,Canada,"19,600"
Air,May 2017,Pacific,United States,"1,100"
Road,May 2017,Quebec,Canada,"3,900"
Air,May 2017,Middle Atlantic,United States,"1,100"
Road,May 2017,West North Central,United States,100
Air,May 2017,East South Central,United States,200
Road,May 2017,East North Central,United States,400
Air,May 2017,West North Central,United States,400
Road,May 2017,West South Central,United States,100
Air,May 2017,Ontario,Canada,"17,600"
Air,May 2017,East North Central,United States,400
Air,June 2017,West North Central,United States,500
Air,June 2017,East North Central,United States,"1,800"
Road,June 2017,Pacific,United States,600
Road,June 2017,Quebec,Canada,"7,500"
Road,June 2017,Middle Atlantic,United States,"2,900"
Air,June 2017,Germany,Overseas,"1,200"
Air,June 2017,Mountain,United States,900
Road,June 2017,West North Central,United States,300
Air,June 2017,New England (inc Maine),United States,"1,300"
Air,June 2017,Ontario,Canada,"26,600"
Road,June 2017,Atlantic Canada,Canada,"93,200"
Air,June 2017,Quebec,Canada,"3,400"
Air,June 2017,Other Overseas,Overseas,"2,600"
